index,fen,budget,kind,score,depth,nodes,bestmove
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,400000,cp,-641,10,303664,a4b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,1000000,cp,-666,11,491068,a4b5
1294,1K2k3/2P5/3Q2p1/8/q4p2/8/8/8 b - - 10 54,2000000,cp,-736,14,1930621,a4b5
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,20000,cp,201,7,13009,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,50000,cp,209,9,40067,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,100000,cp,184,10,80419,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,200000,cp,204,11,130000,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,400000,cp,199,12,216838,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,1000000,cp,207,14,777210,b5b7
1295,r3k2r/1pp1qp2/p1npb1p1/1Q4B1/Pb6/2N2R2/1PP1PP1P/R3KB2 w Qkq - 0 10,2000000,cp,214,15,1175917,b5b7
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,20000,cp,66,7,11686,d5b6
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,50000,cp,92,8,38359,a8b8
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,100000,cp,171,9,98205,a8b8
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,200000,cp,159,11,160419,a8b8
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,400000,cp,178,12,321473,a8b8
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,1000000,cp,169,13,435103,a8b8
1296,r1b1kb1r/3p1ppp/nN2p3/p2n4/8/2PP1P2/P3N1PP/1RB1KB1R b Kkq - 0 9,2000000,cp,169,13,435103,a8b8
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,20000,cp,91,7,17813,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,50000,cp,106,8,46407,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,100000,cp,108,9,79745,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,200000,cp,108,9,79745,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,400000,cp,97,10,217829,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,1000000,cp,115,12,799378,g8g1
1297,r3kbr1/pp1npp1R/2pp4/3b4/q2NN3/2B1PP2/P1PP1K2/6RQ b q - 5 13,2000000,cp,115,12,799378,g8g1
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,20000,cp,174,5,11197,f6g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,50000,cp,169,7,36291,f6g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,100000,cp,169,7,36291,f6g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,200000,cp,208,8,138186,d7g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,400000,cp,236,9,312364,f6g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,1000000,cp,232,11,711513,f6g4
1298,r3k2r/1pqb1pp1/p4n1p/4p3/1P1b2PP/P1NQ4/1BP2P2/R3KB1R b KQkq - 1 15,2000000,cp,290,13,1413572,f6g4
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,20000,cp,-133,6,15886,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,50000,cp,-160,8,46022,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,100000,cp,-160,8,46022,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,200000,cp,-154,9,120392,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,400000,cp,-144,11,338747,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,1000000,cp,-174,13,680130,e7c6
1299,5r1k/R3Nppp/8/4P3/3N2n1/1P4P1/1r6/6K1 w - - 1 28,2000000,cp,-202,15,1518197,e7c6
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,20000,cp,187,7,9220,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,50000,cp,176,9,38986,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,100000,cp,179,11,92047,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,200000,cp,179,11,92047,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,400000,cp,194,12,312610,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,1000000,cp,186,19,984422,a6a3
1300,8/8/r7/5k2/6Rp/3K3P/8/8 b - - 3 56,2000000,cp,185,20,1512258,a6a3
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,20000,cp,63,5,11193,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,50000,cp,91,7,48972,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,100000,cp,91,8,66104,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,200000,cp,109,10,193241,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,400000,cp,101,11,276773,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,1000000,cp,99,12,789155,c6e5
1301,2kr3r/pppbqpb1/2np1n2/3P3p/4Pp2/1PN5/PB1Q1NP1/1K1R1B1R b - - 0 13,2000000,cp,102,13,1349907,c6e5
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,20000,cp,13,6,18373,c2f2
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,50000,cp,31,7,41391,c2f2
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,100000,cp,31,7,41391,c2f2
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,200000,cp,0,9,178266,c2c1
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,400000,cp,0,11,356777,c2c1
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,1000000,cp,0,13,794854,c2c1
1302,8/4Rpk1/2P5/3B2pp/1B1b2b1/1P4P1/2r5/5K2 b - - 1 38,2000000,cp,0,15,1624732,c2c1
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,20000,cp,-171,5,18755,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,50000,cp,-139,7,29737,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,100000,cp,-122,9,77887,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,200000,cp,-99,10,122796,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,400000,cp,-132,11,315408,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,1000000,cp,-150,13,929114,c1h6
1303,r1b2rk1/pp2bppp/2n4n/3p3q/3P4/6P1/PP2PPBP/RNBQ1RK1 w - - 1 11,2000000,cp,-150,13,929114,c1h6
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,20000,cp,84,6,8145,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,50000,cp,13,8,49398,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,100000,cp,-5,9,83370,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,200000,cp,-5,10,113907,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,400000,cp,-3,12,371523,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,1000000,cp,-44,13,815345,c8f5
1304,2b1kb1r/1pp1n1pp/2nq1p2/r7/p7/P1N1BN2/1PQ2PPP/3RKB1R b Kk - 1 9,2000000,cp,-24,15,1547006,c8f5
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,20000,cp,927,9,11892,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,50000,cp,936,11,31351,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,100000,cp,954,12,92647,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,200000,cp,965,13,140768,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,400000,cp,979,15,370651,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,1000000,cp,979,17,796680,h5h4
1305,8/6K1/8/6kp/8/8/8/8 b - - 1 75,2000000,cp,980,18,1195604,h5h4
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,20000,cp,-75,5,14936,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,50000,cp,-41,6,26445,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,100000,cp,-47,7,64317,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,200000,cp,-58,8,188275,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,400000,cp,-58,9,300241,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,1000000,cp,-58,9,300241,e8g8
1306,r3k2r/1pp1qb2/2n2n1p/3pbB2/pP4pP/P1N1P3/1BPQNPP1/1K1R3R b kq - 0 15,2000000,cp,-61,10,1069152,e8g8
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,20000,cp,37,5,13308,b3f3
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,50000,cp,39,8,49311,b3b7
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,100000,cp,38,9,71592,b3b7
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,200000,cp,37,10,128839,b3b7
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,400000,cp,35,13,348445,b3b7
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,1000000,cp,34,14,738276,b3b7
1307,r4k2/8/3K4/8/8/1R6/8/8 w - - 6 78,2000000,cp,33,15,1125088,b3b7
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,20000,cp,228,6,16910,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,50000,cp,218,7,28788,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,100000,cp,214,8,63958,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,200000,cp,228,9,115262,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,400000,cp,252,10,398769,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,1000000,cp,249,12,922988,f2a2
1308,6r1/8/4k3/P3p3/1PR4N/7K/5r2/8 b - - 0 47,2000000,cp,247,13,1513939,f2a2
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,20000,cp,-124,6,12432,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,50000,cp,-90,8,39628,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,100000,cp,-124,9,57871,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,200000,cp,-102,11,173262,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,400000,cp,-102,11,173262,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,1000000,cp,-118,14,629322,e1d3
1309,8/8/2Pk3b/7b/KN6/5p1P/8/4N3 w - - 0 66,2000000,cp,-118,14,629322,e1d3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,20000,cp,-103,5,6712,e1d1
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,50000,cp,-90,6,27283,d2f3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,100000,cp,-132,7,67175,d2f3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,200000,cp,-120,9,195770,d2f3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,400000,cp,-120,9,195770,d2f3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,1000000,cp,-91,11,785585,d2f3
1310,r1bq1r1k/pp1n2pp/3b1n2/1P1p1p2/P2P4/1Q2PpP1/3N1N1P/R1B1KB1R w KQ - 0 11,2000000,cp,-75,13,1840283,d2f3
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,20000,cp,-41,5,12211,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,50000,cp,-44,7,48751,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,100000,cp,-35,8,70536,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,200000,cp,-59,9,135708,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,400000,cp,-59,9,135708,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,1000000,cp,-77,11,851216,c1d2
1311,r1bq1bk1/1p3pp1/p1pp1n1p/7P/2Pp4/3B1Q2/PP3PPN/2B1R1K1 w - - 0 16,2000000,cp,-65,12,1445488,c1d2
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,20000,cp,-120,5,9390,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,50000,cp,-130,7,42183,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,100000,cp,-133,8,62044,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,200000,cp,-128,9,130155,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,400000,cp,-166,10,382254,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,1000000,cp,-137,12,888065,b3e3
1312,8/k1b1R3/p2q3p/3P1p2/6bP/1Q4p1/P5P1/1K6 w - - 4 36,2000000,cp,-137,12,888065,b3e3
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,20000,cp,70,7,19739,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,50000,cp,81,8,29616,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,100000,cp,63,10,99183,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,200000,cp,99,11,181888,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,400000,cp,81,12,285997,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,1000000,cp,118,14,678168,h6g5
1313,r5k1/1b1nbpp1/4pn1p/2pp2P1/1p3P2/1P1PPN1P/2PN2BK/q1BQ1R2 b - - 0 13,2000000,cp,139,15,1396565,h6g5
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,20000,cp,435,6,12510,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,50000,cp,446,7,29826,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,100000,cp,455,8,64649,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,200000,cp,447,9,140544,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,400000,cp,439,10,354166,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,1000000,cp,457,11,561343,h7g6
1314,4kr2/1qpb3Q/3b2rp/R2P1ppN/1P2p3/2B5/6PP/5RK1 w - - 6 28,2000000,cp,499,12,1321593,h7g6
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,20000,cp,169,5,7435,d7b6
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,50000,cp,205,6,30448,d7b6
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,100000,cp,187,7,62137,d7c5
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,200000,cp,195,9,172523,d7c5
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,400000,cp,201,10,266953,d7c5
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,1000000,cp,201,10,266953,d7c5
1315,r1bq1rk1/1p1nbppp/2p5/3n4/p2B4/4PP2/P2PQNPP/RN2KB1R b KQ - 2 9,2000000,cp,196,11,1563153,e7f6
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,20000,cp,520,6,10509,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,50000,cp,490,7,34142,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,100000,cp,590,8,88257,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,200000,cp,634,9,133030,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,400000,cp,680,11,336972,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,1000000,cp,743,13,979667,b7c7
1316,2b3rk/pR6/2nQ1n1p/2p2p2/3b1B2/7P/P5P1/5R1K w - - 2 26,2000000,cp,780,14,1579892,b7c7
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,20000,cp,-133,6,10735,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,50000,cp,-104,7,29093,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,100000,cp,-108,8,52239,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,200000,cp,-122,9,126804,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,400000,cp,-99,11,383910,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,1000000,cp,-94,12,654658,h3h5
1317,3r4/1p2pk1p/2p5/2p1B3/n3q3/4P1PQ/P4P2/R5K1 w - - 1 27,2000000,cp,-102,14,1839173,h3h5
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,20000,cp,-61,6,13167,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,50000,cp,-104,8,34333,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,100000,cp,-139,9,98230,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,200000,cp,-143,10,136133,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,400000,cp,-154,12,315789,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,1000000,cp,-179,13,689349,c6e7
1318,r1b2k2/pp1r4/2n2p1p/2R3p1/P3B1P1/2P4P/5P1B/4R1K1 b - - 0 30,2000000,cp,-165,14,1393105,c6e7
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,20000,cp,-108,7,13584,g1e1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,50000,cp,-120,8,24809,g1e1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,100000,cp,-124,10,87023,g1e1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,200000,cp,-125,11,146618,g1e1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,400000,cp,-125,11,146618,g1e1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,1000000,cp,-128,13,549871,g1d1
1319,b5r1/6pk/7p/8/8/8/6QP/6RK w - - 1 44,2000000,cp,-143,15,1987566,g1d1
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,20000,cp,-289,6,16311,g6g7
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,50000,cp,-409,7,28060,g6g7
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,100000,cp,-437,8,87322,g6d6
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,200000,cp,-459,10,187288,g6d6
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,400000,cp,-426,11,280699,g6d6
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,1000000,cp,-440,13,860051,g6g7
1320,8/p1Nk4/6R1/1p4p1/6n1/r5B1/8/3b2K1 w - - 4 28,2000000,cp,-459,14,1424680,g6g7
1321,2r3k1/5r2/p4q2/4p3/P2p2PN/1P4PK/3Q4/8 b - - 1 39,20000,cp,846,4,10414,f6f1
1321,2r3k1/5r2/p4q2/4p3/P2p2PN/1P4PK/3Q4/8 b - - 1 39,50000,cp,963,7,44686,f6f1
1321,2r3k1/5r2/p4q2/4p3/P2p2PN/1P4PK/3Q4/8 b - - 1 39,100000,cp,1175,9,69549,f6f1
1321,2r3k1/5r2/p4q2/4p3/P2p2PN/1P4PK/3Q4/8 b - - 1 39,200000,cp,1066,11,174228,f6f1
