fen,static_cp,search_cp,bestmove,class,pieces,gap_sigmoid,gap_cp,clamped
2bq2k1/p5pp/1p1b4/3p4/1P1p1P2/P4P2/1N3K1P/3Q1B1R w - - 1 18,241.0,206.0,d1d4,capture,20,0.034167,35.0,0
r1bqk2r/4ppbn/2np4/7p/2NpP1pP/p2B2N1/2PB1PP1/R2Q1RK1 w kq - 0 13,-193.0,-70.0,g3h5,capture,28,0.152918,123.0,0
2r3k1/3r2p1/3np3/1p1b1pR1/p1pP1P2/P1P5/1P1N1KB1/R7 w - - 3 25,-180.0,-62.0,g2d5,capture,21,0.149819,118.0,0
2r3k1/4p3/4b1p1/4Pp2/6Pp/pP2B2P/Pr1R1PK1/R7 w - f6 0 34,88.0,75.0,g4f5,capture,19,0.017714,13.0,0
r7/1pp1k1pp/4b3/pPP1p3/P2rP2P/4K3/6P1/RN5R b - - 2 20,149.0,150.0,a8d8,quiet,20,0.001202,1.0,0
7r/1p2kp1p/2n1b1p1/1Nn5/2P3P1/2P3KP/4B3/R3R3 b - - 2 24,-239.0,-182.0,c6e5,quiet,18,0.057986,57.0,0
r7/p3q2k/bpp1p2p/n2pPp2/2P1n3/1PB1P1P1/P5BP/2RQR1K1 w - - 1 21,234.0,363.0,c4d5,capture,26,0.096247,129.0,0
2rqk3/1p3pp1/p3pn1r/3P2N1/P4P1p/2N1b2P/2Q1B1P1/B2R3K b - - 1 19,-7.0,85.0,f6d5,capture,24,0.130014,92.0,0
1r1qk2r/p4p2/4p1p1/2n5/5P2/P1n2NPp/2B2P1P/1R1Q1RK1 w k - 0 19,35.0,0.0,b1b8,capture,22,0.050199,35.0,0
r1bq1rk1/1p3ppp/3b1B2/p1p5/7Q/2pB1P1P/PPP2P2/R3K2R b - - 0 13,254.0,256.0,f8e8,quiet,25,0.001752,2.0,0
r7/p2np1b1/2p1k1Np/3n3P/2N1p3/7P/PP1B1P2/R3KB2 b Q - 0 18,-227.0,-225.0,a8b8,quiet,21,0.001937,2.0,0
2bqk3/1p3r1p/4r1p1/p3Bp2/P1Np4/1Q4P1/1PP3P1/5RK1 w - - 5 19,-77.0,-28.0,f1e1,quiet,21,0.068824,49.0,0
1r1q1r1k/2p3pp/4n3/p1p1pN1P/P3bpQ1/2P5/1P3PP1/R3KB1R w K - 0 18,24.0,-203.0,f5g7,capture,25,0.297369,227.0,0
2k5/2p5/1p1r1p2/2r5/1R1p3p/3P3P/5PB1/R4K2 w - - 6 36,311.0,104.0,g2e4,quiet,15,0.211607,207.0,0
r4rk1/3qnppp/1R2p3/2p1P3/2nP1N2/2P3P1/7P/2BQR1K1 w - - 1 20,151.0,3.0,d4c5,capture,22,0.200267,148.0,0
2r1r1k1/1p3pp1/p6p/8/P1pR4/5PB1/n5PP/1R5K w - - 3 24,-81.0,-227.0,b1b7,capture,18,0.172462,146.0,0
1B6/5rpk/7p/8/2b4P/6P1/8/R5K1 w - - 29 57,-9.0,-41.0,b8f4,quiet,10,0.045782,32.0,0
3r4/p7/1p6/3p3k/4nP2/8/PP4K1/3R4 w - - 0 33,-258.0,-380.0,g2f3,quiet,11,0.083766,122.0,0
1k6/1p3N2/p1n5/4P3/5P1p/7P/r5r1/2R2R1K w - - 0 29,-12.0,-152.0,f1e1,quiet,14,0.188519,140.0,0
4r3/1b3pk1/1p4p1/1P2qP2/2rNp3/4R2P/5QP1/3R2K1 w - - 3 39,-80.0,-70.0,f5g6,capture,18,0.013740,10.0,0
2kr2br/pp5p/1qn5/3np1N1/3p2P1/P4N1P/P1PBQP2/2KR1B1R w - - 1 14,239.0,289.0,f3e5,capture,26,0.042408,50.0,0
r2qk2r/pp3pp1/5n2/5b1p/1bPp4/3PPNPP/PB1NQ3/R3K2R b KQkq - 0 12,132.0,69.0,d4e3,capture,26,0.083308,63.0,0
r1k4r/1pn2ppp/4p3/p1bpPPB1/P7/1qPB2PP/4Q3/R3K2R w KQ - 0 17,-100.0,-169.0,e2d2,quiet,25,0.085621,69.0,0
1r2qr1k/3pb1pp/R1b1p3/3n1p2/1P1P4/N1P2P1N/2QB2PP/1R4K1 b - - 0 16,19.0,-32.0,e8d8,quiet,25,0.073238,51.0,0
r1b1r1k1/4qp2/2p2n1p/1Pbpn1pP/p2N4/1PB1PP2/2PQN1P1/1K1R1B1R b - - 1 14,3.0,31.0,c6b5,capture,29,0.040177,28.0,0
r1b3k1/p3r1pp/1p6/2pn1N2/3p3b/3P1B1P/PPPB1PPq/R2K3R w - - 0 17,-379.0,299.0,f5e7,capture,26,0.746875,678.0,0
r1bk3r/2pnq3/1pBp1p2/p2Pp1n1/4Pb1p/P1N2Q1P/1PP2BP1/1K1R2NR w - - 10 14,287.0,192.0,f3e2,quiet,30,0.087935,95.0,0
r3k3/pbpp1prp/4pq2/8/2P1P3/2N2N2/P1nPQP1P/5K1R w q - 1 12,-342.0,-458.0,h1g1,quiet,23,0.055699,116.0,0
4r1k1/2pq2p1/1p1p1p2/7r/p2N1B1P/2PQ2K1/P7/6R1 b - - 1 26,365.0,206.0,d7f7,quiet,18,0.125016,159.0,0
2rr2k1/2q1bp2/1nB1p1p1/pP5p/P2P1P2/2P3P1/1B2Q2P/R4R1K b - - 7 26,-158.0,-204.0,g8g7,quiet,24,0.051023,46.0,0
5r1k/1p6/2pB3p/2Pp2pN/p2P2n1/P7/1P2R3/2K5 b - - 0 45,-96.0,-147.0,f8f3,quiet,17,0.065026,51.0,0
2r3k1/5pp1/8/pr1p4/3PnP2/R3P1P1/1PP4P/2K1BR2 b - - 1 26,-81.0,-138.0,c8b8,quiet,19,0.074272,57.0,0
r4rk1/1p3pp1/2n5/1R2p3/pn2P2p/Nb1P1NqP/1P1QB1P1/5R1K w - - 2 18,-152.0,-58.0,b5b7,capture,25,0.123079,94.0,0
6k1/6p1/p6p/Pp3R1P/4p2R/4P1P1/1r1r1P2/5K2 b - - 1 31,237.0,56.0,b2b4,quiet,16,0.216555,181.0,0
8/8/8/p7/P1K1nk2/1P6/3p4/3R4 w - - 4 46,238.0,82.0,b3b4,quiet,8,0.181522,156.0,0
2k1rbnr/1b1p2q1/1ppP1p2/pN1B4/P7/2P2Q2/1P4PP/R1B2RK1 b - - 0 16,-127.0,23.0,c6d5,capture,25,0.208092,150.0,0
1r1r1b2/5pk1/1pq1pn1p/p1p3p1/P1N5/N1PP2P1/1P2QP1P/3RR1K1 w - - 12 22,198.0,191.0,a3b5,quiet,26,0.007476,7.0,0
2r2rk1/p2b2bp/2n1p3/2qp1pB1/8/P1P3P1/2N1PPBP/1R1Q1RK1 w - - 1 16,156.0,74.0,c2e3,quiet,25,0.105627,82.0,0
2r5/1kp5/p1R1p2r/Bp1P4/7b/P3P3/1P2K3/7R w - - 1 28,127.0,196.0,c6e6,capture,16,0.080479,69.0,0
r1bqkb1r/1pp5/p2p1n2/3Pnp1p/2P1p3/NP2P2R/PB1NBPP1/R2QK3 w Qkq - 3 9,16.0,40.0,b2e5,capture,30,0.034302,24.0,0
r2qk2r/p3bpp1/3pbn1p/1pp1p3/3nP3/PP1PN1PP/1BPN1PB1/R2QK2R b KQ - 1 11,62.0,-15.0,a8c8,quiet,32,0.109863,77.0,0
2b5/8/5k2/2r3p1/3N1p1p/5P2/3R2PK/8 w - - 8 50,-193.0,-210.0,d2b2,quiet,11,0.017782,17.0,0
k1r5/P3Rp2/5q2/p6p/5B2/3Q4/6PK/8 b - - 0 47,-138.0,147.0,f6e7,capture,12,0.388543,285.0,0
8/8/1pn2pkP/2p1p3/P7/4BP2/6K1/8 w - - 1 48,56.0,-61.0,e3d2,quiet,11,0.166795,117.0,0
rb4k1/2p4p/2p1q3/P1PpP1p1/Q2P1p2/P1B5/6PP/5R1K b - - 0 27,-92.0,-168.0,g8f7,quiet,21,0.095150,76.0,0
r4rk1/p2p1pp1/1p1P3p/2p1P3/2Pn1P1q/8/PP1Q3P/2KR1B1R w - - 1 13,130.0,158.0,f1g2,quiet,24,0.034085,28.0,0
r4rk1/1pp2ppp/2n2q2/p2p4/8/1PbQP1PP/PBP5/2KR1B2 w - - 0 14,-148.0,-169.0,b2c3,capture,24,0.024708,21.0,0
1r5r/p2b1kp1/B7/2R4p/3B1bp1/8/P4P1P/4R1K1 b - - 4 22,-62.0,-29.0,d7e6,quiet,17,0.046652,33.0,0
1r5k/p7/6B1/2ppp2P/7B/5r2/P7/6RK w - - 2 34,160.0,67.0,h4g3,quiet,13,0.120010,93.0,0
3b2k1/1p4q1/3Q4/pN1p2p1/Pn1P4/5P2/1P3B2/6K1 b - - 8 37,-68.0,-83.0,g7f6,quiet,16,0.020596,15.0,0
1k1r3r/p2q2p1/bp1pp2p/1N1p4/P4P2/1P6/2PPQ2P/1K1R3B b - - 0 17,128.0,174.0,d8f8,quiet,23,0.055076,46.0,0
r1b2rk1/2q2np1/p2p1nR1/1p2p3/3PP3/4QN2/PPN2P2/2KR1B2 w - - 1 17,7.0,9.0,f3e1,quiet,24,0.002877,2.0,0
4r1k1/3r1pp1/1q5p/3Pp3/p7/1P1Q1PP1/P4RKP/3R4 w - - 0 32,69.0,158.0,b3a4,capture,19,0.114888,89.0,0
8/4b3/1pk5/8/1P3n2/N1P5/2K5/8 w - - 7 50,-267.0,-322.0,c2b3,quiet,8,0.041522,55.0,0
r1b1k3/2p2rp1/p3p2p/4np2/4n3/BP1B3P/P4PP1/3RK2R w Kq - 0 15,-160.0,-252.0,d3c2,quiet,22,0.094842,92.0,0
2r1kb1r/p3pppp/p1pp4/6qP/3N4/1P2PQ2/P1PN2P1/4K2R w Kk - 2 16,-119.0,-140.0,h1f1,quiet,24,0.026378,21.0,0
8/5p2/4k1b1/1P2n3/8/P1K1N3/8/8 w - - 3 37,-186.0,-170.0,a3a4,quiet,8,0.017900,16.0,0
r1b2kr1/pp3p1p/8/5p2/5q2/1P2p3/P3Q1R1/5RK1 b - - 2 24,694.0,714.0,g8g2,capture,17,0.001934,20.0,0
r4rk1/p3nbpp/1p1q1p2/2p5/3pP3/P2N2RN/1PP1Q1PP/1K5R b - - 5 18,125.0,154.0,h7h6,quiet,25,0.035657,29.0,0
5kn1/p2r4/1p2p1pp/1P3p2/2PP4/3P3P/n1KB1P1P/5B1R b - - 2 20,-254.0,-268.0,d7d4,capture,21,0.012002,14.0,0
2r1k2r/3p2p1/p3ppb1/Q7/2PNPbpP/1R6/P5P1/R5K1 w k - 0 22,313.0,317.0,a5a6,capture,21,0.002776,4.0,0
r5kr/2qb1pp1/2pb1n2/1p1p2Bp/p2P4/2NB1Q2/2P2PPP/1R2R1K1 w - - 0 16,-63.0,-29.0,g5f6,capture,26,0.048046,34.0,0
rn1qk2r/p1p5/1p2p1pp/3b1p2/P1pPnP2/2B1PN2/1P2B1PP/R2Q1RK1 b kq - 3 10,107.0,9.0,d8d6,quiet,29,0.136346,98.0,0
4R3/kpn5/pN3r1n/P1KP4/5p2/5P1B/1P6/8 w - - 14 56,498.0,508.0,e8e7,quiet,15,0.002857,10.0,0
1Rnr2k1/1R3bp1/p4r2/q4p1p/P1p2QnP/2p2BP1/P3P3/2B2NK1 w - - 0 27,196.0,172.0,b7c7,quiet,25,0.026409,24.0,0
1rq1kb1r/p3pppp/3p4/2n5/N2N4/6PP/1PP1PPK1/R2Q1R2 b k - 0 11,38.0,-16.0,e7e5,quiet,24,0.077479,54.0,0
3rb3/1p4k1/2n1Bn1p/p3p1p1/3pP3/1P3N1P/P4PP1/2B1R1K1 w - - 3 23,128.0,90.0,e6c4,quiet,22,0.049603,38.0,0
r5k1/5p2/2p3p1/p1B5/4P2p/5B1P/Nr3PP1/2R3K1 b - - 0 28,-134.0,-149.0,b2a2,capture,17,0.018366,15.0,0
8/8/1P6/3NR3/6pk/1r4p1/6K1/8 w - - 1 49,230.0,255.0,e5e2,quiet,8,0.022894,25.0,0
5k2/R7/3r4/5KP1/8/p7/8/8 b - - 9 50,-79.0,-138.0,d6d3,quiet,6,0.077003,59.0,0
r2qk1r1/pb3pbp/1p2p2p/2p4Q/1nPP1PPP/P1NP3R/1P2N3/2KR1B2 b q - 0 10,110.0,-54.0,c5d4,capture,29,0.230310,164.0,0
2kr4/pp1b3p/1q1b1Qn1/3pp3/5p2/N1PB4/PP4PP/R1B2R1K w - - 4 16,229.0,212.0,d3f5,quiet,24,0.016758,17.0,0
r1b1k1nr/ppp2p2/n1q3p1/4P3/1bP5/3PPN2/P3K1Bp/R1BQ3R w kq - 0 12,-259.0,-336.0,e2f2,quiet,26,0.057494,77.0,0
2nk3r/3b1p2/2p3p1/1prp2Pp/3N1K1P/3B1P2/3R4/R7 b - - 1 36,168.0,266.0,h8e8,quiet,19,0.097646,98.0,0
r6r/p3nkp1/4Np2/n7/Pp5p/1P6/1BP1B1PP/1K1R1R2 w - - 8 27,457.0,543.0,e6g7,capture,21,0.025131,86.0,0
8/4pk2/1r3p1p/3RP1pP/6P1/5P2/4PK2/8 w - - 1 30,205.0,233.0,e5f6,capture,13,0.027735,28.0,0
3k4/7p/rp1P1p2/1R6/4p3/bB2P2P/1r6/K2R4 w - - 1 31,4.0,-49.0,d6d7,quiet,15,0.075809,53.0,0
8/4k3/8/7r/5p2/8/5K2/R7 w - - 2 72,-199.0,-20.0,f2f3,quiet,5,0.229944,179.0,0
8/2B2k2/5n2/6R1/3N4/1P1n2P1/P5K1/4r3 b - - 2 28,-298.0,-306.0,e1d1,quiet,11,0.005856,8.0,0
2kr4/1pp1bp2/6p1/pR2P3/7p/P4q2/2Q2P1K/6R1 b - - 1 28,434.0,361.0,f3f4,quiet,17,0.035268,73.0,0
r1r3k1/5pp1/1Rn2n1p/1Nppbq2/5P2/3P4/1P4BP/2BQ1RK1 b - - 0 20,84.0,169.0,e5b8,quiet,23,0.107102,85.0,0
r1br2k1/1p3pb1/q6p/P2nNp2/3p4/6P1/1Q1B1PBP/R3R1K1 w - - 0 29,-41.0,69.0,b2d4,capture,23,0.156745,110.0,0
8/k7/2b5/1p4P1/p2R4/4R3/6r1/4K3 w - - 4 47,8.0,67.0,d4d6,quiet,9,0.083732,59.0,0
3qk2r/r3npp1/2n2b2/1B1N3p/1P2p3/P3P2P/1B3P1P/R2QK2R b Qk - 0 12,-35.0,7.0,f6b2,capture,24,0.060272,42.0,0
1r6/8/B7/6R1/3k4/4n2P/5p2/7K w - - 1 50,-100.0,-282.0,g5a5,quiet,8,0.195188,182.0,0
rq2k2r/p2b1ppp/n7/1Nb5/2P1P2P/8/PP4P1/R1BQKB1R b KQkq - 0 14,52.0,294.0,b8g3,quiet,24,0.270259,242.0,0
3rr1k1/p4pp1/3n3p/2N5/1P6/P4Q1P/2q2PP1/3R1BK1 w - - 2 28,-9.0,-6.0,f1d3,quiet,19,0.004315,3.0,0
